comment,processed_data
"The approach should be risk based. Low risk jobs need not get approved beyond team leaders. Delegations allow for team leaders and senior officers to sign notices, however internal procedures prevent decision making at a PO4 level. ","['approach', 'risk', 'base', 'low', 'risk', 'job', 'need', 'approve', 'team', 'leader', 'delegation', 'allow', 'team', 'leader', 'senior', 'officer', 'sign', 'notice', 'internal', 'procedure', 'prevent', 'decision', 'making', 'po4', 'level']"
Induction processes are non-existant - need to ensure our officers when they start know what they are doing and are clear on the quality required by the position. ,"['induction', 'process', 'non', 'existant', 'need', 'ensure', 'officer', 'start', 'know', 'clear', 'quality', 'require', 'position']"
"If staff are not performing at their level, team leaders/managers need to be educated on everything HR and how to deal with poor performers. ","['staff', 'perform', 'level', 'team', 'leader', 'manager', 'need', 'educate', 'hr', 'deal', 'poor', 'performer']"
"Currently approval from DDG is required for any travel prior to any bookings. Other example of Home Garaging Form for QG car, need to fill out the relevant information and then need to send to CDM for authorisation/approval.","['currently', 'approval', 'DDG', 'require', 'travel', 'prior', 'booking', 'example', 'home', 'Garaging', 'form', 'QG', 'car', 'need', 'fill', 'relevant', 'information', 'need', 'send', 'CDM', 'authorisation', 'approval']"
CDM not trusting TLs to make lower level decisions (e.g. warnings) creating unneccessary delays in approval proceses and responses to clients,"['CDM', 'trust', 'tl', 'low', 'level', 'decision', 'warning', 'create', 'unneccessary', 'delay', 'approval', 'procese', 'response', 'client']"
CDMs requiring oversight/approval over all decisions including low level decisions (e.g. warnings) creates unnecessary bottlenecks and implies lack of trust in teams which decreases morale.,"['cdm', 'require', 'oversight', 'approval', 'decision', 'include', 'low', 'level', 'decision', 'warning', 'create', 'unnecessary', 'bottleneck', 'imply', 'lack', 'trust', 'team', 'decrease', 'morale']"
Because it slows down actual work being produced. There are too many different processes. ,"['slow', 'actual', 'work', 'produce', 'different', 'process']"
"All recruitment, acting, HD etc  going through EMP","['recruitment', 'act', 'HD', 'etc', 'go', 'emp']"
Time savings can be made here,"['time', 'saving']"
"Coming from a Compliance perspective, staff shouldbe trained, provided sufficient guidance, and then trusted to do their jobs, however addressed if hey don't. Too much unnessessary oversight that significantly delays the task, and increases administrative burden that does not aign to risk.","['come', 'compliance', 'perspective', 'staff', 'shouldbe', 'trained', 'provide', 'sufficient', 'guidance', 'trust', 'job', 'address', 'hey', 'don', 'unnessessary', 'oversight', 'significantly', 'delay', 'task', 'increase', 'administrative', 'burden', 'aign', 'risk']"
"Trust staff o deliver, however address non-performance if they don't. Don't unnessessarily restrict those that can do their jobs.","['Trust', 'staff', 'deliver', 'address', 'non', 'performance', 'don', 'Don', 'unnessessarily', 'restrict', 'job']"
"Unnecessary and complex workflows that don't add value to the process, increase cost, and add workload where it is not required. If some areas had problems meeting the standard, address those areas, don't apply processes to everyone that makes all business inefficient.","['unnecessary', 'complex', 'workflow', 'don', 'add', 'value', 'process', 'increase', 'cost', 'add', 'workload', 'require', 'area', 'problem', 'meet', 'standard', 'address', 'area', 'don', 'apply', 'process', 'make', 'business', 'inefficient']"
Budget/travel/HR decisions are (delegation wise) able to be managed at a branch level. EDs should be able to exercise this delegation and manage their own budget/HR/travel decisions.,"['budget', 'travel', 'hr', 'decision', 'delegation', 'wise', 'able', 'manage', 'branch', 'level', 'ed', 'able', 'exercise', 'delegation', 'manage', 'budget', 'hr', 'travel', 'decision']"
"Good example is when I produce material it is reviewed by my Team Leader, Manager and Director. Between each of these reviews I am required to revise the document and it becomes very difficult to keep track of where any given document is up to.","['good', 'example', 'produce', 'material', 'review', 'Team', 'Leader', 'Manager', 'Director', 'review', 'require', 'revise', 'document', 'difficult', 'track', 'give', 'document']"
"Much of my work is focused around managing the progression of approving of various documents. There isn't any standard process for getting documents approved and appears to be very much driven by who you manager or director is. Further, the existing collaboration interfaces are not implemented in a standard way and it is very much up to the teams to figure out how to make them work in the particular circumstances.","['work', 'focus', 'manage', 'progression', 'approve', 'document', 'isn', 'standard', 'process', 'get', 'document', 'approve', 'appear', 'drive', 'manager', 'director', 'exist', 'collaboration', 'interface', 'implement', 'standard', 'way', 'team', 'figure', 'work', 'particular', 'circumstance']"
"Before adjusting or implementing a new approval process, write down the actual goals of the process, what are you trying to achieve. Then design a process that is innovative, efficent and does not duplicate processes","['adjust', 'implement', 'new', 'approval', 'process', 'write', 'actual', 'goal', 'process', 'try', 'achieve', 'design', 'process', 'innovative', 'efficent', 'duplicate', 'process']"
"I think you have stuffed up when designing this questionaire, you are not going to get the feedback your seeking because you are not allowing us to tell YOU what we experience every day from YOU the management. What you should do is ask people to document their frustrations in free form and then you can sifft through those response and figure out which approval process need improving based on the number of responses and also where you can make simple improvements quickly. I think I have just wasted 15mins of my over committed time.","['think', 'stuff', 'design', 'questionaire', 'go', 'feedback', 'seeking', 'allow', 'tell', 'experience', 'day', 'management', 'ask', 'people', 'document', 'frustration', 'free', 'form', 'sifft', 'response', 'figure', 'approval', 'process', 'need', 'improve', 'base', 'number', 'response', 'simple', 'improvement', 'quickly', 'think', 'waste', '15min', 'committed', 'time']"
more automative and more confidence in staff to make decisions,"['automative', 'confidence', 'staff', 'decision']"
recruitment for temp backfilling of vacant positions or staff on leave,"['recruitment', 'temp', 'backfilling', 'vacant', 'position', 'staff', 'leave']"
to reduce staff frustration and lack of resources when staff go on leave for shorter periods of time. also limits higher duties opportunities for staff,"['reduce', 'staff', 'frustration', 'lack', 'resource', 'staff', 'leave', 'short', 'period', 'time', 'limit', 'high', 'duty', 'opportunity', 'staff']"
Reduce some approval levels to Team leaders,"['reduce', 'approval', 'level', 'Team', 'leader']"
Procurement process for a $30k off the shelf product,"['procurement', 'process', '30k', 'shelf', 'product']"
Why are financial approvals where Principle Scientists have sufficient clearance going above that position grade. ,"['financial', 'approval', 'Principle', 'scientist', 'sufficient', 'clearance', 'go', 'position', 'grade']"
"Allow booking and payment of accommodation by corporate card. We're randomly audited regularly, the scope for illegal activity is extremely low. Corporate cards are signed off by PO5 and PO6's that level is deemed important enough to be paid $100K they're sufficiently responsible to sign off on the vast majority of expenditure, incl accomodation..  ","['allow', 'booking', 'payment', 'accommodation', 'corporate', 'card', 'randomly', 'audit', 'regularly', 'scope', 'illegal', 'activity', 'extremely', 'low', 'corporate', 'card', 'sign', 'PO5', 'PO6', 'level', 'deem', 'important', 'pay', '100', 'k', 'sufficiently', 'responsible', 'sign', 'vast', 'majority', 'expenditure', 'incl', 'accomodation']"
"Significant approvals have to pointlessly go to the director level. PO5's and PO6's have decades of experience and should be entrusted with 95% of approvals. They're in charge of budgets of millions of dollars, but my application to install microsoft access or create a O365 team has to go above their head. That seems silly.  ","['significant', 'approval', 'pointlessly', 'director', 'level', 'PO5', 'PO6', 'decade', 'experience', 'entrust', '95', 'approval', 'charge', 'budget', 'million', 'dollar', 'application', 'install', 'microsoft', 'access', 'create', 'o365', 'team', 'head', 'silly']"
"Systems need to be streamlined and quick and easy process. e.g. new procurement system has been made more complex, more document process and requires manual process before you can go to the next step in the process","['system', 'need', 'streamlined', 'quick', 'easy', 'process', 'new', 'procurement', 'system', 'complex', 'document', 'process', 'require', 'manual', 'process', 'step', 'process']"
Technology that makes the process easier not more complex and not choosing systems that don't suit and have automated processes.,"['technology', 'make', 'process', 'easy', 'complex', 'choose', 'system', 'don', 'suit', 'automate', 'process']"
We need to work more efficiently and have processes and systems to achieve this.,"['need', 'work', 'efficiently', 'process', 'system', 'achieve']"
Procurement is a major problem. Capital works proposals are now creating a disincentive for staff to apply for projects./,"['procurement', 'major', 'problem', 'capital', 'work', 'proposal', 'create', 'disincentive', 'staff', 'apply', 'project']"
I'd define blockers as over pedantic supervisors slowing or stopping works/projects being undertaken. Obviously there needs to be due authorization and accountability but often I can't see the value adding in the process.,"['define', 'blocker', 'pedantic', 'supervisor', 'slow', 'stop', 'work', 'project', 'undertake', 'obviously', 'need', 'authorization', 'accountability', 'value', 'add', 'process']"
Procurement thresholds ($10000) needs to be increased to $50000 because cost of basic projects and services often runs over the 10K necessitating full process. The corporate risk is not commensurate with the loss of efficiency and the increased work stress on staff.,"['procurement', 'threshold', '10000', 'need', 'increase', '50000', 'cost', 'basic', 'project', 'service', 'run', '10', 'k', 'necessitate', 'process', 'corporate', 'risk', 'commensurate', 'loss', 'efficiency', 'increase', 'work', 'stress', 'staff']"
Use and processing Corporate Card is a big improvement on past processes. A quantum leap ahead from the (really) old days of requisition and order forms.,"['use', 'process', 'corporate', 'card', 'big', 'improvement', 'past', 'process', 'quantum', 'leap', 'ahead', 'old', 'day', 'requisition', 'order', 'form']"
"For every new system and process (FLAME, Loc8, Procurement, WHS, HR etc etc) being developed there needs to be an overview as to whether it delivers greater savings and efficiencies in staff time. To my knowledge this has not been done and each new system gets developed in a silo or vacum. There needs to be a holistic approach to managing work loads. ","['new', 'system', 'process', 'flame', 'Loc8', 'Procurement', 'WHS', 'HR', 'etc', 'etc', 'develop', 'need', 'overview', 'deliver', 'great', 'saving', 'efficiency', 'staff', 'time', 'knowledge', 'new', 'system', 'get', 'develop', 'silo', 'vacum', 'need', 'holistic', 'approach', 'manage', 'work', 'load']"
"The other really basic issue that has the potential to impact negatively on all the operational ranger staff is the ongoing debate regarding timesheets. We stillhave a couple of management areas on a ""trial"" which has been now going for several years. The proposed new timesheet is highly problematic and far less efficient in processing.","['basic', 'issue', 'potential', 'impact', 'negatively', 'operational', 'ranger', 'staff', 'ongoing', 'debate', 'timesheet', 'stillhave', 'couple', 'management', 'area', 'trial', 'go', 'year', 'propose', 'new', 'timesheet', 'highly', 'problematic', 'far', 'efficient', 'processing']"
"Spending over 2-3 years trying to procure replacement heavy plant that is old/outdated/expensive to maintain/inefficient/unsafe repeating steps multiple times to try to overcome approval processes, get approval at multiple levels only to have the funding removed due to someone in corporate changing their mind is not a good way to do business. In regards to bushfire response, these corporate procurement decisions are going to have catastrophic results for rangers/stakeholders/the environment (as also identified by the independent reviews).","['spend', '2', '3', 'year', 'try', 'procure', 'replacement', 'heavy', 'plant', 'old', 'outdate', 'expensive', 'maintain', 'inefficient', 'unsafe', 'repeat', 'step', 'multiple', 'time', 'try', 'overcome', 'approval', 'process', 'approval', 'multiple', 'level', 'funding', 'remove', 'corporate', 'change', 'mind', 'good', 'way', 'business', 'regard', 'bushfire', 'response', 'corporate', 'procurement', 'decision', 'go', 'catastrophic', 'result', 'ranger', 'stakeholder', 'environment', 'identify', 'independent', 'review']"
Consult with field staff regarding requirements in the field. Office staff (generally) are not aware of how things work.,"['consult', 'field', 'staff', 'requirement', 'field', 'Office', 'staff', 'generally', 'aware', 'thing', 'work']"
"Budget decisions, procurement","['budget', 'decision', 'procurement']"
EMP processes,"['emp', 'process']"
"MECS is really clunky, often unclear instructions that come through and sent to multiple parties with a lot of wasted time finding the right area, minimal time for briefing officer to draft corrospendence but lots of time given to DG/Minister office.    ","['MECS', 'clunky', 'unclear', 'instruction', 'come', 'send', 'multiple', 'party', 'lot', 'waste', 'time', 'find', 'right', 'area', 'minimal', 'time', 'brief', 'officer', 'draft', 'corrospendence', 'lot', 'time', 'give', 'DG', 'Minister', 'office']"
Procurement processes are always reliant on the procurement team who are under resourced or unable to prioritise in accordance with your timeframes. Lead times often mean business areas  can't spend the money they need too.,"['procurement', 'process', 'reliant', 'procurement', 'team', 'resourced', 'unable', 'prioritise', 'accordance', 'timeframe', 'Lead', 'time', 'mean', 'business', 'area', 'spend', 'money', 'need']"
"some of the formal briefing requirements have reduced, some HR delegations have been reviewed","['formal', 'briefing', 'requirement', 'reduce', 'hr', 'delegation', 'review']"
"Delegating certain financial decisions to DDG or CFO, rather than the DG.","['delegate', 'certain', 'financial', 'decision', 'DDG', 'CFO', 'DG']"
Certain corrospondence and complaints should not have to be responded to by the business area - i.e. if it just requires an acknowledgement letter or a response isnt required at all (i.e. web based notifications through website saying the Connect is down etc) then this should be able to dealt with by the central corro unit and not fill up mecs. So much time and effort is wasted when something is sent to a business area to respond only to respond and say response is not required/ can be covered by a generic response. ,"['certain', 'corrospondence', 'complaint', 'respond', 'business', 'area', 'require', 'acknowledgement', 'letter', 'response', 'not', 'require', 'web', 'base', 'notification', 'website', 'say', 'Connect', 'etc', 'able', 'dealt', 'central', 'corro', 'unit', 'fill', 'mecs', 'time', 'effort', 'waste', 'send', 'business', 'area', 'respond', 'respond', 'response', 'require', 'cover', 'generic', 'response']"
Approval workflows could be automated  ,"['approval', 'workflow', 'automate']"
 Delegations have been lifted too high for recruitment and selection ,"['delegation', 'lift', 'high', 'recruitment', 'selection']"
Procurement process is too long and repetitive  ,"['procurement', 'process', 'long', 'repetitive']"
Reporting on similar things to various areas  Unnecessary reporting - e.g. when staff are in the office and when WFH - needs to be automated reporting of actuals,"['report', 'similar', 'thing', 'area', 'unnecessary', 'reporting', 'staff', 'office', 'WFH', 'need', 'automate', 'reporting', 'actual']"
Make better use of the digital tools we have available,"['well', 'use', 'digital', 'tool', 'available']"
"OO stream employees are unable to access online timesheets - a timesheet is an excel spreadsheet that has to be printed, scanned, signed, submitted, printed, signed, scanned, submitted (if overtime approval required), signed, then submitted to payroll. ","['OO', 'stream', 'employee', 'unable', 'access', 'online', 'timesheet', 'timesheet', 'excel', 'spreadsheet', 'print', 'scan', 'sign', 'submit', 'print', 'sign', 'scan', 'submit', 'overtime', 'approval', 'require', 'sign', 'submit', 'payroll']"
"EMP approval is required for any backfilling of roles, this includes periods leass than 4 weeks in length, the process of EMP approvals, EOIs and recrutiment takes too long and is not worth the effort just to backfill a position for a couple of weeks. This often means that positions sit empty and puts additional pressure on other staff to cover or work is just not done. The selection of sucessful applications for EOIs is not well documented.","['emp', 'approval', 'require', 'backfilling', 'role', 'include', 'period', 'leass', '4', 'week', 'length', 'process', 'emp', 'approval', 'eoi', 'recrutiment', 'take', 'long', 'worth', 'effort', 'backfill', 'position', 'couple', 'week', 'mean', 'position', 'sit', 'put', 'additional', 'pressure', 'staff', 'cover', 'work', 'selection', 'sucessful', 'application', 'eoi', 'documented']"
The government need to be closer to front of technological advancements and not using old outdated systems (e.g. paper/ excel timesheets). Excel registers for storing client information.,"['government', 'need', 'close', 'technological', 'advancement', 'old', 'outdated', 'system', 'paper', 'excel', 'timesheet', 'Excel', 'register', 'store', 'client', 'information']"
HR delegation to approve special leave for DFV originally sat with a director instead of manager/supervisor therefore creating an confidentially issue. This was reviewed/amended by HR,"['hr', 'delegation', 'approve', 'special', 'leave', 'DFV', 'originally', 'sit', 'director', 'instead', 'manager', 'supervisor', 'create', 'confidentially', 'issue', 'review', 'amend', 'hr']"
"Ensuring delegations are aligned/appropriate to function (particuarly HR and financial). E.g. if someone is trusted to supervise staff (even if AO5) they should have delegation that is appropriate to do that aspect of their job. If there is a mismatch, then either the fuction/responsibilies or delegations should be reviewed.  ","['ensure', 'delegation', 'align', 'appropriate', 'function', 'particuarly', 'hr', 'financial', 'trust', 'supervise', 'staff', 'AO5', 'delegation', 'appropriate', 'aspect', 'job', 'mismatch', 'fuction', 'responsibilie', 'delegation', 'review']"
certain processes using time consuming processes when better system/technology is available but no one in the team has the technical skills to implement that technology effectively,"['certain', 'process', 'time', 'consume', 'process', 'well', 'system', 'technology', 'available', 'team', 'technical', 'skill', 'implement', 'technology', 'effectively']"
the team approval processes could be more streamlined using the appropriate technology but no one in the team has the time or knowledge to investigate a better way of doing things ,"['team', 'approval', 'process', 'streamlined', 'appropriate', 'technology', 'team', 'time', 'knowledge', 'investigate', 'well', 'way', 'thing']"
perhaps using Teams or an alternate system of tracking approvals within the team rather than using emails,"['team', 'alternate', 'system', 'tracking', 'approval', 'team', 'email']"
my team operates an enquiries inbox which records the responses to each enquiry in an excel spreadsheet which is extremely onerous. we want to transition to a Sharepoint database system but no one in the team has the time or knowledge to implement it.,"['team', 'operate', 'enquiry', 'inbox', 'record', 'response', 'enquiry', 'excel', 'spreadsheet', 'extremely', 'onerous', 'want', 'transition', 'Sharepoint', 'database', 'system', 'team', 'time', 'knowledge', 'implement']"
"Double-handing.  Eg: When a staff member is on-boarded their bank details are provided for payroll.  However, if a staff member travels and they want to claim travel allowance, they are not automatically in the system.  A Vendor Master Data process has to be created.  It's time consuming. To me it doesn't make sense if they are already being paid each fortnight to a bank account.  Couldn't this be aligned?","['double', 'handing', 'Eg', 'staff', 'member', 'board', 'bank', 'detail', 'provide', 'payroll', 'staff', 'member', 'travel', 'want', 'claim', 'travel', 'allowance', 'automatically', 'system', 'Vendor', 'Master', 'Data', 'process', 'create', 'time', 'consume', 'doesn', 'sense', 'pay', 'fortnight', 'bank', 'account', 'Couldn', 'align']"
"1. Procurement process is overly complicated and convoluted (not straightforward process flow), doesn't cater for business needs (esp. timeframes), insufficient staff resourcing/training.  ","['1', 'Procurement', 'process', 'overly', 'complicated', 'convoluted', 'straightforward', 'process', 'flow', 'doesn', 'cater', 'business', 'need', 'esp', 'timeframe', 'insufficient', 'staff', 'resourcing', 'training']"
2. Why should Corporate Card processes require hardcopy invoice printout and supervisor approval in addition to approval of online transactions (where copies of the invoices are attached)?,"['2', 'Corporate', 'card', 'process', 'require', 'hardcopy', 'invoice', 'printout', 'supervisor', 'approval', 'addition', 'approval', 'online', 'transaction', 'copy', 'invoice', 'attach']"
"1. S&T PARIS system is duplicating approvals, adding to workload of work teams for minimal on-the-ground team benefit  ","['1', 'PARIS', 'system', 'duplicate', 'approval', 'add', 'workload', 'work', 'team', 'minimal', 'ground', 'team', 'benefit']"
2. HR approvals process seems to be in a constant state of flux - different rules/processes appear to apply from week to week  ,"['2', 'hr', 'approval', 'process', 'constant', 'state', 'flux', 'different', 'rule', 'process', 'appear', 'apply', 'week', 'week']"
3. Corporate card hardcopy and online approvals just duplication and extra work for no apparent benefit,"['3', 'corporate', 'card', 'hardcopy', 'online', 'approval', 'duplication', 'extra', 'work', 'apparent', 'benefit']"
"Once work unit has approved budget, subsequent downstream approvals of expenditure should be minimised (for example, immediate manager should be able to approve any travel already identified in the budget, not have to go to DDG through MECS)","['work', 'unit', 'approve', 'budget', 'subsequent', 'downstream', 'approval', 'expenditure', 'minimise', 'example', 'immediate', 'manager', 'able', 'approve', 'travel', 'identify', 'budget', 'DDG', 'MECS']"
"ODG has too many additional review points for MECS and other items.  Following DDG endorsement, it is then reviewed by a junior officer, then often a director and ED before getting to the DG.  This show a lack of trust in the DDGs in divisions and often involves unnecessary tinkering that has to be reviewed by the division.","['ODG', 'additional', 'review', 'point', 'MECS', 'item', 'follow', 'DDG', 'endorsement', 'review', 'junior', 'officer', 'director', 'ED', 'get', 'DG', 'lack', 'trust', 'DDGs', 'division', 'involve', 'unnecessary', 'tinker', 'review', 'division']"
I selected duplication of approval processes though the examples don't line up with my experience.  I think the recreation of a junior officer approval chain in ODG on top of the divisions seriously slows down approvals and reduces staff time to address requests - particularly urgent ones - by having to factor in extra approval time above DDG level.,"['select', 'duplication', 'approval', 'process', 'example', 'don', 'line', 'experience', 'think', 'recreation', 'junior', 'officer', 'approval', 'chain', 'ODG', 'division', 'seriously', 'slow', 'approval', 'reduce', 'staff', 'time', 'address', 'request', 'particularly', 'urgent', 'one', 'have', 'factor', 'extra', 'approval', 'time', 'ddg', 'level']"
unecesary risk aversion - some managers/delegates consider the risk of a client being unhappy with an enforcement decision a reason to not proceed with the decision.,"['unecesary', 'risk', 'aversion', 'manager', 'delegate', 'consider', 'risk', 'client', 'unhappy', 'enforcement', 'decision', 'reason', 'proceed', 'decision']"
"if an officer makes an enforcement recommendation and the delegate wishes to modify the recommendation or proceed with a different approach, the officer is asked to re-write the recommendation to suit the delegate request. there is no record that the proposed approach is the delegate recommendation, and not that of the professional officer associated with the project. if an officer makes a recommendation and the delegate wishes to do something different, the delegate should be required to record that decision in the assessment documents, and not to bully the professional officer into making a recommendation that may not (in the officers professional opinion) be the most appropriate approach to create an environmental benefit/outcome. ","['officer', 'make', 'enforcement', 'recommendation', 'delegate', 'wish', 'modify', 'recommendation', 'proceed', 'different', 'approach', 'officer', 'ask', 'write', 'recommendation', 'suit', 'delegate', 'request', 'record', 'propose', 'approach', 'delegate', 'recommendation', 'professional', 'officer', 'associate', 'project', 'officer', 'make', 'recommendation', 'delegate', 'wish', 'different', 'delegate', 'require', 'record', 'decision', 'assessment', 'document', 'bully', 'professional', 'officer', 'make', 'recommendation', 'officer', 'professional', 'opinion', 'appropriate', 'approach', 'create', 'environmental', 'benefit', 'outcome']"
professional officers authorised to communicate with clients without 3 layers of review on each and every letter.... professional officers supported by the department in those instances where a client may not be happy with the response from a professional officer. ,"['professional', 'officer', 'authorise', 'communicate', 'client', '3', 'layer', 'review', 'letter', 'professional', 'officer', 'support', 'department', 'instance', 'client', 'happy', 'response', 'professional', 'officer']"
"compliance inspections by professional officers could result in communication similar to a ""mine record of entry"" as used by the Mine Safety Inspectorate (NRME).","['compliance', 'inspection', 'professional', 'officer', 'result', 'communication', 'similar', 'record', 'entry', 'Safety', 'Inspectorate', 'NRME']"
Streamline. Increase staff's delegated authority to approve documents.  Provide more alternatives in time critical correspondence / projects are du. But approval person is dragging their feet.,"['Streamline', 'Increase', 'staff', 'delegate', 'authority', 'approve', 'document', 'provide', 'alternative', 'time', 'critical', 'correspondence', 'project', 'du', 'approval', 'person', 'drag', 'foot']"
"Budget release delays, results in delays to procurement and contract awarding, which results in reduced timeframes to complete works each FY with the impact of fires, wet season as well. Earlier results/reduced red tape would allow better flow of work and the necessary paperwork to commence much earlier","['budget', 'release', 'delay', 'result', 'delay', 'procurement', 'contract', 'awarding', 'result', 'reduce', 'timeframe', 'complete', 'work', 'fy', 'impact', 'fire', 'wet', 'season', 'early', 'result', 'reduce', 'red', 'tape', 'allow', 'well', 'flow', 'work', 'necessary', 'paperwork', 'commence', 'early']"
Readdress financial/HR delegations. Streamline procurement and ensure training is provided to Managers and lower staff,"['Readdress', 'financial', 'hr', 'delegation', 'Streamline', 'procurement', 'ensure', 'training', 'provide', 'manager', 'low', 'staff']"
There seems to excessive requirements for filing.  Understandably it is required for auditing purposes. However at present all briefing botes and corro goes to MECs then have to saved in EDocs. It's saved also as a hard copy in filing cabinet once signed approval is received. All this seems excessive. Plus EDOCS is a difficult system to navigate.,"['excessive', 'requirement', 'file', 'understandably', 'require', 'auditing', 'purpose', 'present', 'briefing', 'bote', 'corro', 'go', 'MECs', 'save', 'EDocs', 'save', 'hard', 'copy', 'file', 'cabinet', 'sign', 'approval', 'receive', 'excessive', 'plus', 'edocs', 'difficult', 'system', 'navigate']"
What is Mecs for if not also as tracking flow and approvals? I'm ok with using Mecs as an approval process but it should also then be a filing system rather than EDOCS ,"['Mecs', 'track', 'flow', 'approval', 'ok', 'Mecs', 'approval', 'process', 'filing', 'system', 'edocs']"
Simplify above mentioned process. Use mecs as a filing system for auditing,"['simplify', 'mentioned', 'process', 'use', 'mecs', 'filing', 'system', 'auditing']"
EMP,['emp']
"The time, effort and number of people required to make simple decisions is a waste of time and money - let the people with the delegations use them and manage their own budgets. We have a lot of experience and get paid a lot of money to do this job - let us use our skills and knowledge","['time', 'effort', 'number', 'people', 'require', 'simple', 'decision', 'waste', 'time', 'money', 'let', 'people', 'delegation', 'use', 'manage', 'budget', 'lot', 'experience', 'pay', 'lot', 'money', 'job', 'let', 'use', 'skill', 'knowledge']"
Change the delegations (lower for simple things like standard approvals) and actually use the delegations,"['change', 'delegation', 'low', 'simple', 'thing', 'like', 'standard', 'approval', 'actually', 'use', 'delegation']"
The new DES procurement process is much more time consuming than before - lots of unecessary paperwork and unclear delegations,"['new', 'DES', 'procurement', 'process', 'time', 'consume', 'lot', 'unecessary', 'paperwork', 'unclear', 'delegation']"
"The financial delegations have never been crystal clear to me - perhaps a fact sheet/guide that is easy to understand 'at a glance' would help. It also appears that every division interprets delegations differently. For example, if a Director may have a conflict of interest signing off on something, can't you go to an equivalent Director in a different area - rather than briefing up to the ED (obviously dependent on the approval being sought)? Things like that - if there was better awareness/understanding of what you can and can't do and how to appropriately self-manage risk involved I think this would be a big step forward","['financial', 'delegation', 'crystal', 'clear', 'fact', 'sheet', 'guide', 'easy', 'understand', 'glance', 'help', 'appear', 'division', 'interpret', 'delegation', 'differently', 'example', 'Director', 'conflict', 'interest', 'sign', 'equivalent', 'director', 'different', 'area', 'brief', 'ED', 'obviously', 'dependent', 'approval', 'seek', 'thing', 'like', 'well', 'awareness', 'understanding', 'appropriately', 'self', 'manage', 'risk', 'involve', 'think', 'big', 'step', 'forward']"
New MECS and PARIS system has definitely helped to streamline red tape/paper forms. So effective software systems definitely have a role to play in reducing red tape. DES procurement's new process has got more red tape than before. Other internal administrative procedures like DDG reporting and the like have been streamlined.   ,"['new', 'MECS', 'PARIS', 'system', 'definitely', 'help', 'streamline', 'red', 'tape', 'paper', 'form', 'effective', 'software', 'system', 'definitely', 'role', 'play', 'reduce', 'red', 'tape', 'DES', 'procurement', 'new', 'process', 'get', 'red', 'tape', 'internal', 'administrative', 'procedure', 'like', 'DDG', 'reporting', 'like', 'streamline']"
"Software systems, clearer instruction/training to managers and exec staff about delegations and type of approval required and by whom (e.g. signature on a form, email approval, briefing note etc). ","['software', 'system', 'clear', 'instruction', 'training', 'manager', 'exec', 'staff', 'delegation', 'type', 'approval', 'require', 'signature', 'form', 'email', 'approval', 'briefing', 'note', 'etc']"
a lack of clear strategic direction and a means of seeing how broader activities are working in that direction.  If this were clearer it woudl be possible to guide work toward those strategic goals and weight risk more sharply,"['lack', 'clear', 'strategic', 'direction', 'mean', 'see', 'broad', 'activity', 'work', 'direction', 'clear', 'woudl', 'possible', 'guide', 'work', 'strategic', 'goal', 'weight', 'risk', 'sharply']"
"Without clear approval to deliver a product in a particular way and/or a and sense that if the guidance (for example strategic goals or legislative processes) is followed an approval is likely, too much time is spent second guessing actions or delaying taking action at all until a specific approval is given at each step. It is the micro stops to check that the guidance and direction remains the same that can disrupt flow and momentum.  Its difficult to quantify loss of momentum or loss of ""timing"" for example if cross workforce action needs to be taken then tight planning is often required and delays can effect the buy in of collaborators and other priorities can overtake the planned works if they are delayed.  We don't seem to have a means to ""measure"" these impacts but suspect that these would represent a productivity gain","['clear', 'approval', 'deliver', 'product', 'particular', 'way', 'sense', 'guidance', 'example', 'strategic', 'goal', 'legislative', 'process', 'follow', 'approval', 'likely', 'time', 'spend', 'second', 'guess', 'action', 'delay', 'take', 'action', 'specific', 'approval', 'give', 'step', 'micro', 'stop', 'check', 'guidance', 'direction', 'remain', 'disrupt', 'flow', 'momentum', 'difficult', 'quantify', 'loss', 'momentum', 'loss', 'timing', 'example', 'cross', 'workforce', 'action', 'need', 'take', 'tight', 'planning', 'require', 'delay', 'effect', 'buy', 'collaborator', 'priority', 'overtake', 'plan', 'work', 'delay', 'don', 'mean', 'measure', 'impact', 'suspect', 'represent', 'productivity', 'gain']"
Online timesheets and leave (integrated) have trained us al to stay on top of that paperwork and better organise. ,"['online', 'timesheet', 'leave', 'integrate', 'train', 'al', 'stay', 'paperwork', 'well', 'organise']"
